label,Company,Seller,Delivery number,Delivery date,Wood species,Lumber quantity,Trunc diameter,Assortment,Size class,Length (m),Quality class,Import,National Trade,Certification,Storage Place
F1L1369,Sawmill Bioholz GmbH,forest1,43410,18-Mar-2024,fir,0,33,29,Bloch,D2b,5,C,no,yes,no,fir Bloch
F1L1370,Sawmill Bioholz GmbH,forest1,43410,18-Mar-2024,fir,0,28,27,Bloch,D2b,5,C,no,yes,no,fir Bloch
F1L1371,Sawmill Bioholz GmbH,forest1,43410,18-Mar-2024,fir,0,26,26,Bloch,D2b,5,B,no,yes,no,fir Bloch
F1L1372,Sawmill Bioholz GmbH,forest1,43410,18-Mar-2024,spruce,0,5,36,Bloch,D3b,5,C,no,yes,no,spruce Bloch
F1L1373,Sawmill Bioholz GmbH,forest1,43410,18-Mar-2024,larch,0,3,28,Bloch,D2b,5,B,no,yes,no,larch Bloch
F1L1374,Sawmill Bioholz GmbH,forest1,43410,18-Mar-2024,spruce,0,42,33,Bloch,D3a,5,C,no,yes,no,spruce Bloch
F1L1375,Sawmill Bioholz GmbH,forest1,43410,18-Mar-2024,larch,1,1,53,Bloch,D5,5,B,no,yes,no,larch Bloch
F1L1376,Sawmill Bioholz GmbH,forest1,43410,18-Mar-2024,larch,0,35,30,Bloch,D3a,5,C,no,yes,no,larch Bloch
F1L1377,Sawmill Bioholz GmbH,forest1,43410,18-Mar-2024,fir,0,94,49,Bloch,D4,5,B,no,yes,no,fir Bloch
F1L1378,Sawmill Bioholz GmbH,forest1,43410,18-Mar-2024,fir,0,72,43,Bloch,D4,5,B,no,yes,no,fir Bloch
F1L1379,Sawmill Bioholz GmbH,forest1,43410,18-Mar-2024,spruce,0,48,35,Bloch,D3b,5,C,no,yes,no,spruce Bloch
F1L1380,Sawmill Bioholz GmbH,forest1,43410,18-Mar-2024,larch,1,02,51,Bloch,D5,5,B,no,yes,no,larch Bloch
F1L1381,Sawmill Bioholz GmbH,forest1,43410,18-Mar-2024,fir,0,48,35,Bloch,D3b,5,B,no,yes,no,fir Bloch
F1L1382,Sawmill Bioholz GmbH,forest1,43410,18-Mar-2024,spruce,0,42,33,Bloch,D3a,5,A,no,yes,no,spruce Bloch
F1L1383,Sawmill Bioholz GmbH,forest1,43410,18-Mar-2024,spruce,0,69,42,Bloch,D4,5,B,no,yes,no,spruce Bloch
F1L1384,Sawmill Bioholz GmbH,forest1,43410,18-Mar-2024,fir,0,72,43,Bloch,D4,5,B,no,yes,no,fir Bloch
F1L1385,Sawmill Bioholz GmbH,forest1,43410,18-Mar-2024,spruce,0,9,48,Bloch,D4,5,B,no,yes,no,spruce Bloch
F1L1386,Sawmill Bioholz GmbH,forest1,43410,18-Mar-2024,fir,0,28,27,Bloch,D2b,5,C,no,yes,no,fir Bloch
F1L1387,Sawmill Bioholz GmbH,forest1,43410,18-Mar-2024,fir,0,3,28,Bloch,D2b,5,C,no,yes,no,fir Bloch
F1L1388,Sawmill Bioholz GmbH,forest1,43410,18-Mar-2024,spruce,1,18,55,Bloch,D5,5,B,no,yes,no,spruce Bloch
F1L1389,Sawmill Bioholz GmbH,forest1,43410,18-Mar-2024,spruce,0,72,43,Bloch,D4,5,C,no,yes,no,spruce Bloch
F1L1390,Sawmill Bioholz GmbH,forest1,43410,18-Mar-2024,larch,0,62,40,Bloch,D4,5,C,no,yes,no,larch Bloch
F1L1391,Sawmill Bioholz GmbH,forest1,43410,18-Mar-2024,fir,0,83,46,Bloch,D4,5,B,no,yes,no,fir Bloch
F1L1392,Sawmill Bioholz GmbH,forest1,43410,18-Mar-2024,larch,0,86,47,Bloch,D4,5,C,no,yes,no,larch Bloch
F1L1393,Sawmill Bioholz GmbH,forest1,43410,18-Mar-2024,larch,0,62,40,Bloch,D4,5,C,no,yes,no,larch Bloch
F1L1394,Sawmill Bioholz GmbH,forest1,43410,18-Mar-2024,larch,0,17,21,Bloch,D2a,5,B,no,yes,no,larch Bloch
F1L1395,Sawmill Bioholz GmbH,forest1,43410,18-Mar-2024,fir,1,69,49,Wertholz,D4,9,A,no,yes,no,fir Wertholz
F1L1396,Sawmill Bioholz GmbH,forest1,43410,18-Mar-2024,spruce,1,32,58,Bloch,D5,5,C,no,yes,no,spruce Bloch
F1L1397,Sawmill Bioholz GmbH,forest1,43410,18-Mar-2024,fir,0,4,32,Bloch,D3a,5,B,no,yes,no,fir Bloch
F1L1398,Sawmill Bioholz GmbH,forest1,43410,18-Mar-2024,fir,0,76,44,Bloch,D4,5,B,no,yes,no,fir Bloch
F1L1399,Sawmill Bioholz GmbH,forest1,43410,18-Mar-2024,spruce,0,4,32,Bloch,D3a,5,B,no,yes,no,spruce Bloch
F1L1400,Sawmill Bioholz GmbH,forest1,43410,18-Mar-2024,larch,1,14,54,Bloch,D5,5,C,no,yes,no,larch Bloch
F1L1401,Sawmill Bioholz GmbH,forest1,77130,19-Mar-2024,larch,1,14,54,Bloch,D5,5,B,no,yes,no,larch Bloch
F1L1402,Sawmill Bioholz GmbH,forest1,77130,19-Mar-2024,larch,0,48,35,Bloch,D3b,5,B,no,yes,no,larch Bloch
F1L1403,Sawmill Bioholz GmbH,forest1,77130,19-Mar-2024,fir,0,62,40,Bloch,D4,5,C,no,yes,no,fir Bloch
F1L1404,Sawmill Bioholz GmbH,forest1,77130,19-Mar-2024,fir,0,33,29,Bloch,D2b,5,B,no,yes,no,fir Bloch
F1L1405,Sawmill Bioholz GmbH,forest1,77130,19-Mar-2024,spruce,0,3,28,Bloch,D2b,5,C,no,yes,no,spruce Bloch
F1L1406,Sawmill Bioholz GmbH,forest1,77130,19-Mar-2024,larch,0,66,41,Bloch,D4,5,B,no,yes,no,larch Bloch
F1L1407,Sawmill Bioholz GmbH,forest1,77130,19-Mar-2024,larch,1,16,43,Wertholz,D4,8,A,no,yes,no,larch Wertholz
F1L1408,Sawmill Bioholz GmbH,forest1,77130,19-Mar-2024,spruce,0,35,30,Bloch,D3a,5,B,no,yes,no,spruce Bloch
F1L1409,Sawmill Bioholz GmbH,forest1,77130,19-Mar-2024,larch,0,22,24,Bloch,D2a,5,B,no,yes,no,larch Bloch
F1L1410,Sawmill Bioholz GmbH,forest1,77130,19-Mar-2024,spruce,1,1,53,Bloch,D5,5,B,no,yes,no,spruce Bloch
F1L1411,Sawmill Bioholz GmbH,forest1,77130,19-Mar-2024,spruce,0,42,33,Bloch,D3a,5,C,no,yes,no,spruce Bloch
F1L1412,Sawmill Bioholz GmbH,forest1,77130,19-Mar-2024,larch,0,59,39,Bloch,D3b,5,C,no,yes,no,larch Bloch
F1L1413,Sawmill Bioholz GmbH,forest1,77130,19-Mar-2024,fir,0,56,38,Bloch,D3b,5,C,no,yes,no,fir Bloch
F1L1414,Sawmill Bioholz GmbH,forest1,77130,19-Mar-2024,larch,1,5,62,Bloch,D6,5,C,no,yes,no,larch Bloch
F1L1415,Sawmill Bioholz GmbH,forest1,77130,19-Mar-2024,larch,0,42,33,Bloch,D3a,5,B,no,yes,no,larch Bloch
F1L1416,Sawmill Bioholz GmbH,forest1,77130,19-Mar-2024,larch,0,33,29,Bloch,D2b,5,B,no,yes,no,larch Bloch
F1L1417,Sawmill Bioholz GmbH,forest1,77130,19-Mar-2024,fir,0,5,36,Bloch,D3b,5,B,no,yes,no,fir Bloch
F1L1418,Sawmill Bioholz GmbH,forest1,77130,19-Mar-2024,larch,0,66,41,Bloch,D4,5,C,no,yes,no,larch Bloch
F1L1419,Sawmill Bioholz GmbH,forest1,77130,19-Mar-2024,fir,1,02,51,Bloch,D5,5,B,no,yes,no,fir Bloch
F1L1420,Sawmill Bioholz GmbH,forest1,77130,19-Mar-2024,spruce,0,33,29,Bloch,D2b,5,B,no,yes,no,spruce Bloch
F1L1421,Sawmill Bioholz GmbH,forest1,77130,19-Mar-2024,larch,0,5,36,Bloch,D3b,5,C,no,yes,no,larch Bloch
F1L1422,Sawmill Bioholz GmbH,forest1,77130,19-Mar-2024,spruce,0,37,31,Bloch,D3a,5,A,no,yes,no,spruce Bloch
F1L1423,Sawmill Bioholz GmbH,forest1,77130,19-Mar-2024,fir,1,41,60,Bloch,D6,5,C,no,yes,no,fir Bloch
F1L1424,Sawmill Bioholz GmbH,forest1,77130,19-Mar-2024,fir,1,18,55,Bloch,D5,5,B,no,yes,no,fir Bloch
F1L1425,Sawmill Bioholz GmbH,forest1,77130,19-Mar-2024,larch,0,48,35,Bloch,D3b,5,B,no,yes,no,larch Bloch
F1L1426,Sawmill Bioholz GmbH,forest1,77130,19-Mar-2024,fir,0,2,23,Bloch,D2a,5,C,no,yes,no,fir Bloch
F1L1427,Sawmill Bioholz GmbH,forest1,77130,19-Mar-2024,larch,0,86,47,Bloch,D4,5,B,no,yes,no,larch Bloch
F1L1428,Sawmill Bioholz GmbH,forest1,77130,19-Mar-2024,larch,0,24,25,Bloch,D2b,5,B,no,yes,no,larch Bloch
F1L1429,Sawmill Bioholz GmbH,forest1,77130,19-Mar-2024,fir,0,94,49,Bloch,D4,5,C,no,yes,no,fir Bloch
F1L1430,Sawmill Bioholz GmbH,forest1,77130,19-Mar-2024,fir,0,37,31,Bloch,D3a,5,B,no,yes,no,fir Bloch
F1L1431,Sawmill Bioholz GmbH,forest1,77130,19-Mar-2024,spruce,0,53,37,Bloch,D3b,5,B,no,yes,no,spruce Bloch
F1L1432,Sawmill Bioholz GmbH,forest1,77130,19-Mar-2024,spruce,0,59,39,Bloch,D3b,5,C,no,yes,no,spruce Bloch
F1L1433,Sawmill Bioholz GmbH,forest1,77130,19-Mar-2024,fir,0,62,40,Bloch,D4,5,C,no,yes,no,fir Bloch
F1L1434,Sawmill Bioholz GmbH,forest1,77130,19-Mar-2024,larch,0,83,46,Bloch,D4,5,B,no,yes,no,larch Bloch
F1L1435,Sawmill Bioholz GmbH,forest1,77130,19-Mar-2024,larch,0,59,39,Bloch,D3b,5,C,no,yes,no,larch Bloch
F1L1436,Sawmill Bioholz GmbH,forest1,79730,20-Mar-2024,larch,0,3,28,Bloch,D2b,5,C,no,yes,no,larch Bloch
F1L1437,Sawmill Bioholz GmbH,forest1,79730,20-Mar-2024,larch,0,45,34,Bloch,D3a,5,C,no,yes,no,larch Bloch
F1L1438,Sawmill Bioholz GmbH,forest1,79730,20-Mar-2024,spruce,1,02,51,Bloch,D5,5,B,no,yes,no,spruce Bloch
F1L1439,Sawmill Bioholz GmbH,forest1,79730,20-Mar-2024,fir,0,62,40,Bloch,D4,5,B,no,yes,no,fir Bloch
F1L1440,Sawmill Bioholz GmbH,forest1,79730,20-Mar-2024,fir,0,9,48,Bloch,D4,5,B,no,yes,no,fir Bloch
F1L1441,Sawmill Bioholz GmbH,forest1,79730,20-Mar-2024,spruce,0,45,34,Bloch,D3a,5,B,no,yes,no,spruce Bloch
F1L1442,Sawmill Bioholz GmbH,forest1,79730,20-Mar-2024,spruce,1,14,54,Bloch,D5,5,B,no,yes,no,spruce Bloch
F1L1443,Sawmill Bioholz GmbH,forest1,79730,20-Mar-2024,spruce,0,86,47,Bloch,D4,5,B,no,yes,no,spruce Bloch
F1L1444,Sawmill Bioholz GmbH,forest1,79730,20-Mar-2024,spruce,0,66,41,Bloch,D4,5,C,no,yes,no,spruce Bloch
F1L1445,Sawmill Bioholz GmbH,forest1,79730,20-Mar-2024,spruce,0,76,44,Bloch,D4,5,B,no,yes,no,spruce Bloch
F1L1446,Sawmill Bioholz GmbH,forest1,79730,20-Mar-2024,spruce,0,33,29,Bloch,D2b,5,B,no,yes,no,spruce Bloch
F1L1447,Sawmill Bioholz GmbH,forest1,79730,20-Mar-2024,fir,0,98,50,Bloch,D5,5,C,no,yes,no,fir Bloch
F1L1448,Sawmill Bioholz GmbH,forest1,79730,20-Mar-2024,larch,0,5,36,Bloch,D3b,5,C,no,yes,no,larch Bloch
F1L1449,Sawmill Bioholz GmbH,forest1,79730,20-Mar-2024,larch,0,83,46,Bloch,D4,5,B,no,yes,no,larch Bloch
F1L1450,Sawmill Bioholz GmbH,forest1,79730,20-Mar-2024,larch,0,42,33,Bloch,D3a,5,C,no,yes,no,larch Bloch
F1L1451,Sawmill Bioholz GmbH,forest1,79730,20-Mar-2024,fir,0,35,30,Bloch,D3a,5,B,no,yes,no,fir Bloch
F1L1452,Sawmill Bioholz GmbH,forest1,79730,20-Mar-2024,spruce,0,26,26,Bloch,D2b,5,C,no,yes,no,spruce Bloch
F1L1453,Sawmill Bioholz GmbH,forest1,79730,20-Mar-2024,larch,0,83,46,Bloch,D4,5,C,no,yes,no,larch Bloch
F1L1454,Sawmill Bioholz GmbH,forest1,79730,20-Mar-2024,larch,1,18,55,Bloch,D5,5,B,no,yes,no,larch Bloch
F1L1455,Sawmill Bioholz GmbH,forest1,79730,20-Mar-2024,spruce,0,56,38,Bloch,D3b,5,B,no,yes,no,spruce Bloch
F1L1456,Sawmill Bioholz GmbH,forest1,79730,20-Mar-2024,spruce,1,36,59,Bloch,D5,5,C,no,yes,no,spruce Bloch
F1L1457,Sawmill Bioholz GmbH,forest1,79730,20-Mar-2024,larch,0,5,36,Bloch,D3b,5,C,no,yes,no,larch Bloch
F1L1458,Sawmill Bioholz GmbH,forest1,79730,20-Mar-2024,larch,0,5,36,Bloch,D3b,5,C,no,yes,no,larch Bloch
F1L1459,Sawmill Bioholz GmbH,forest1,79730,20-Mar-2024,larch,0,26,26,Bloch,D2b,5,C,no,yes,no,larch Bloch
F1L1460,Sawmill Bioholz GmbH,forest1,79730,20-Mar-2024,spruce,1,02,51,Bloch,D5,5,C,no,yes,no,spruce Bloch
F1L1461,Sawmill Bioholz GmbH,forest1,79730,20-Mar-2024,larch,0,69,42,Bloch,D4,5,B,no,yes,no,larch Bloch
F1L1462,Sawmill Bioholz GmbH,forest1,79730,20-Mar-2024,spruce,0,66,41,Bloch,D4,5,C,no,yes,no,spruce Bloch
F1L1463,Sawmill Bioholz GmbH,forest1,79730,20-Mar-2024,spruce,0,45,34,Bloch,D3a,5,C,no,yes,no,spruce Bloch
F1L1464,Sawmill Bioholz GmbH,forest1,79730,20-Mar-2024,larch,0,86,47,Bloch,D4,5,C,no,yes,no,larch Bloch
F1L1465,Sawmill Bioholz GmbH,forest1,79730,20-Mar-2024,fir,0,69,42,Bloch,D4,5,C,no,yes,no,fir Bloch
F1L1466,Sawmill Bioholz GmbH,forest1,79730,20-Mar-2024,spruce,0,62,40,Bloch,D4,5,B,no,yes,no,spruce Bloch
F1L1467,Sawmill Bioholz GmbH,forest1,79730,20-Mar-2024,larch,0,28,27,Bloch,D2b,5,B,no,yes,no,larch Bloch
F1L1468,Sawmill Bioholz GmbH,forest1,79730,20-Mar-2024,fir,0,45,34,Bloch,D3a,5,C,no,yes,no,fir Bloch
F1L1469,Sawmill Bioholz GmbH,forest1,47790,21-Mar-2024,spruce,0,28,27,Bloch,D2b,5,C,no,yes,no,spruce Bloch
F1L1470,Sawmill Bioholz GmbH,forest1,47790,21-Mar-2024,larch,0,22,24,Bloch,D2a,5,B,no,yes,no,larch Bloch
F1L1471,Sawmill Bioholz GmbH,forest1,47790,21-Mar-2024,fir,0,4,32,Bloch,D3a,5,B,no,yes,no,fir Bloch
F1L1472,Sawmill Bioholz GmbH,forest1,47790,21-Mar-2024,fir,1,32,58,Bloch,D5,5,C,no,yes,no,fir Bloch
F1L1473,Sawmill Bioholz GmbH,forest1,47790,21-Mar-2024,larch,0,48,35,Bloch,D3b,5,B,no,yes,no,larch Bloch
F1L1474,Sawmill Bioholz GmbH,forest1,47790,21-Mar-2024,larch,0,59,39,Bloch,D3b,5,C,no,yes,no,larch Bloch
F1L1475,Sawmill Bioholz GmbH,forest1,47790,21-Mar-2024,fir,0,76,44,Bloch,D4,5,C,no,yes,no,fir Bloch
F1L1476,Sawmill Bioholz GmbH,forest1,47790,21-Mar-2024,spruce,0,4,32,Bloch,D3a,5,B,no,yes,no,spruce Bloch
F1L1477,Sawmill Bioholz GmbH,forest1,47790,21-Mar-2024,larch,0,69,42,Bloch,D4,5,B,no,yes,no,larch Bloch
F1L1478,Sawmill Bioholz GmbH,forest1,47790,21-Mar-2024,spruce,0,24,25,Bloch,D2b,5,C,no,yes,no,spruce Bloch
F1L1479,Sawmill Bioholz GmbH,forest1,47790,21-Mar-2024,fir,0,76,44,Bloch,D4,5,B,no,yes,no,fir Bloch
F1L1480,Sawmill Bioholz GmbH,forest1,47790,21-Mar-2024,spruce,0,24,25,Bloch,D2b,5,C,no,yes,no,spruce Bloch
F1L1481,Sawmill Bioholz GmbH,forest1,47790,21-Mar-2024,fir,1,14,54,Bloch,D5,5,B,no,yes,no,fir Bloch
F1L1482,Sawmill Bioholz GmbH,forest1,47790,21-Mar-2024,fir,0,37,31,Bloch,D3a,5,C,no,yes,no,fir Bloch
F1L1483,Sawmill Bioholz GmbH,forest1,47790,21-Mar-2024,larch,0,9,48,Bloch,D4,5,C,no,yes,no,larch Bloch
F1L1484,Sawmill Bioholz GmbH,forest1,47790,21-Mar-2024,fir,0,45,34,Bloch,D3a,5,C,no,yes,no,fir Bloch
F1L1485,Sawmill Bioholz GmbH,forest1,47790,21-Mar-2024,larch,1,02,51,Bloch,D5,5,B,no,yes,no,larch Bloch
F1L1486,Sawmill Bioholz GmbH,forest1,47790,21-Mar-2024,fir,0,33,29,Bloch,D2b,5,B,no,yes,no,fir Bloch
F1L1487,Sawmill Bioholz GmbH,forest1,47790,21-Mar-2024,larch,0,45,34,Bloch,D3a,5,C,no,yes,no,larch Bloch
F1L1488,Sawmill Bioholz GmbH,forest1,47790,21-Mar-2024,larch,0,79,45,Bloch,D4,5,C,no,yes,no,larch Bloch
F1L1489,Sawmill Bioholz GmbH,forest1,47790,21-Mar-2024,fir,0,86,47,Bloch,D4,5,B,no,yes,no,fir Bloch
F1L1490,Sawmill Bioholz GmbH,forest1,47790,21-Mar-2024,fir,0,79,45,Bloch,D4,5,B,no,yes,no,fir Bloch
F1L1491,Sawmill Bioholz GmbH,forest1,47790,21-Mar-2024,fir,0,79,45,Bloch,D4,5,B,no,yes,no,fir Bloch
F1L1492,Sawmill Bioholz GmbH,forest1,47790,21-Mar-2024,spruce,1,69,52,Wertholz,D5,8,A,no,yes,no,spruce Wertholz
F1L1493,Sawmill Bioholz GmbH,forest1,47790,21-Mar-2024,fir,0,79,45,Bloch,D4,5,C,no,yes,no,fir Bloch
F1L1494,Sawmill Bioholz GmbH,forest1,47790,21-Mar-2024,larch,0,9,48,Bloch,D4,5,B,no,yes,no,larch Bloch
F1L1495,Sawmill Bioholz GmbH,forest1,47790,21-Mar-2024,fir,0,5,36,Bloch,D3b,5,A,no,yes,no,fir Bloch
F1L1496,Sawmill Bioholz GmbH,forest1,47790,21-Mar-2024,spruce,0,37,31,Bloch,D3a,5,C,no,yes,no,spruce Bloch
F1L1497,Sawmill Bioholz GmbH,forest1,47790,21-Mar-2024,larch,0,59,39,Bloch,D3b,5,B,no,yes,no,larch Bloch
F1L1498,Sawmill Bioholz GmbH,forest1,47790,21-Mar-2024,fir,1,08,48,Wertholz,D4,6,A,no,yes,no,fir Wertholz
F1L1499,Sawmill Bioholz GmbH,forest1,47790,21-Mar-2024,larch,0,48,35,Bloch,D3b,5,B,no,yes,no,larch Bloch
F1L1500,Sawmill Bioholz GmbH,forest1,47790,21-Mar-2024,fir,0,48,35,Bloch,D3b,5,B,no,yes,no,fir Bloch
F1L1501,Sawmill Bioholz GmbH,forest1,47790,21-Mar-2024,larch,0,35,30,Bloch,D3a,5,C,no,yes,no,larch Bloch
F1L1502,Sawmill Bioholz GmbH,forest1,47790,21-Mar-2024,fir,0,76,44,Bloch,D4,5,C,no,yes,no,fir Bloch
F1L1503,Sawmill Bioholz GmbH,forest1,86190,21-Mar-2024,larch,0,72,43,Bloch,D4,5,C,no,yes,no,larch Bloch
F1L1504,Sawmill Bioholz GmbH,forest1,86190,21-Mar-2024,larch,0,5,36,Bloch,D3b,5,B,no,yes,no,larch Bloch
F1L1505,Sawmill Bioholz GmbH,forest1,86190,21-Mar-2024,spruce,0,56,38,Bloch,D3b,5,B,no,yes,no,spruce Bloch
F1L1506,Sawmill Bioholz GmbH,forest1,86190,21-Mar-2024,fir,0,5,36,Bloch,D3b,5,C,no,yes,no,fir Bloch
F1L1507,Sawmill Bioholz GmbH,forest1,86190,21-Mar-2024,larch,0,3,28,Bloch,D2b,5,C,no,yes,no,larch Bloch
F1L1508,Sawmill Bioholz GmbH,forest1,86190,21-Mar-2024,fir,0,48,35,Bloch,D3b,5,C,no,yes,no,fir Bloch
F1L1509,Sawmill Bioholz GmbH,forest1,86190,21-Mar-2024,spruce,0,28,27,Bloch,D2b,5,B,no,yes,no,spruce Bloch
F1L1510,Sawmill Bioholz GmbH,forest1,86190,21-Mar-2024,larch,0,2,23,Bloch,D2a,5,B,no,yes,no,larch Bloch
F1L1511,Sawmill Bioholz GmbH,forest1,86190,21-Mar-2024,fir,0,42,33,Bloch,D3a,5,B,no,yes,no,fir Bloch
F1L1512,Sawmill Bioholz GmbH,forest1,86190,21-Mar-2024,spruce,0,5,36,Bloch,D3b,5,B,no,yes,no,spruce Bloch
F1L1513,Sawmill Bioholz GmbH,forest1,86190,21-Mar-2024,larch,1,06,52,Bloch,D5,5,B,no,yes,no,larch Bloch
F1L1514,Sawmill Bioholz GmbH,forest1,86190,21-Mar-2024,fir,0,76,44,Bloch,D4,5,B,no,yes,no,fir Bloch
F1L1515,Sawmill Bioholz GmbH,forest1,86190,21-Mar-2024,fir,0,79,45,Bloch,D4,5,C,no,yes,no,fir Bloch
F1L1516,Sawmill Bioholz GmbH,forest1,86190,21-Mar-2024,fir,0,5,36,Bloch,D3b,5,C,no,yes,no,fir Bloch
F1L1517,Sawmill Bioholz GmbH,forest1,86190,21-Mar-2024,larch,0,86,47,Bloch,D4,5,C,no,yes,no,larch Bloch
F1L1518,Sawmill Bioholz GmbH,forest1,86190,21-Mar-2024,fir,0,37,31,Bloch,D3a,5,B,no,yes,no,fir Bloch
F1L1519,Sawmill Bioholz GmbH,forest1,86190,21-Mar-2024,larch,0,28,27,Bloch,D2b,5,B,no,yes,no,larch Bloch
F1L1520,Sawmill Bioholz GmbH,forest1,86190,21-Mar-2024,larch,0,22,24,Bloch,D2a,5,C,no,yes,no,larch Bloch
F1L1521,Sawmill Bioholz GmbH,forest1,86190,21-Mar-2024,larch,0,19,22,Bloch,D2a,5,C,no,yes,no,larch Bloch
F1L1522,Sawmill Bioholz GmbH,forest1,86190,21-Mar-2024,spruce,0,17,21,Bloch,D2a,5,A,no,yes,no,spruce Bloch
F1L1523,Sawmill Bioholz GmbH,forest1,86190,21-Mar-2024,fir,0,53,37,Bloch,D3b,5,C,no,yes,no,fir Bloch
F1L1524,Sawmill Bioholz GmbH,forest1,86190,21-Mar-2024,spruce,0,86,47,Bloch,D4,5,B,no,yes,no,spruce Bloch
F1L1525,Sawmill Bioholz GmbH,forest1,86190,21-Mar-2024,larch,0,5,36,Bloch,D3b,5,B,no,yes,no,larch Bloch
F1L1526,Sawmill Bioholz GmbH,forest1,86190,21-Mar-2024,spruce,0,99,46,Wertholz,D4,6,A,no,yes,no,spruce Wertholz
F1L1527,Sawmill Bioholz GmbH,forest1,86190,21-Mar-2024,spruce,0,42,33,Bloch,D3a,5,B,no,yes,no,spruce Bloch
F1L1528,Sawmill Bioholz GmbH,forest1,86190,21-Mar-2024,fir,0,69,42,Bloch,D4,5,B,no,yes,no,fir Bloch
F1L1529,Sawmill Bioholz GmbH,forest1,86190,21-Mar-2024,spruce,1,14,54,Bloch,D5,5,B,no,yes,no,spruce Bloch
F1L1530,Sawmill Bioholz GmbH,forest1,86190,21-Mar-2024,fir,0,66,41,Bloch,D4,5,B,no,yes,no,fir Bloch
F1L1531,Sawmill Bioholz GmbH,forest1,86190,21-Mar-2024,spruce,0,98,50,Bloch,D5,5,B,no,yes,no,spruce Bloch
F1L1532,Sawmill Bioholz GmbH,forest1,86190,21-Mar-2024,larch,1,06,52,Bloch,D5,5,B,no,yes,no,larch Bloch
F1L1533,Sawmill Bioholz GmbH,forest1,86190,21-Mar-2024,spruce,1,06,52,Bloch,D5,5,B,no,yes,no,spruce Bloch
F1L1534,Sawmill Bioholz GmbH,forest1,86190,21-Mar-2024,fir,0,66,41,Bloch,D4,5,C,no,yes,no,fir Bloch
F1L1535,Sawmill Bioholz GmbH,forest1,86190,21-Mar-2024,larch,0,94,49,Bloch,D4,5,C,no,yes,no,larch Bloch
F1L1536,Sawmill Bioholz GmbH,forest1,86190,21-Mar-2024,fir,0,98,50,Bloch,D5,5,B,no,yes,no,fir Bloch
F1L1537,Sawmill Bioholz GmbH,forest1,86190,21-Mar-2024,larch,0,62,40,Bloch,D4,5,B,no,yes,no,larch Bloch
F1L1538,Sawmill Bioholz GmbH,forest1,81160,22-Mar-2024,spruce,0,79,45,Bloch,D4,5,C,no,yes,no,spruce Bloch
F1L1539,Sawmill Bioholz GmbH,forest1,81160,22-Mar-2024,larch,0,56,38,Bloch,D3b,5,C,no,yes,no,larch Bloch
F1L1540,Sawmill Bioholz GmbH,forest1,81160,22-Mar-2024,fir,1,23,56,Bloch,D5,5,B,no,yes,no,fir Bloch
F1L1541,Sawmill Bioholz GmbH,forest1,81160,22-Mar-2024,larch,0,5,36,Bloch,D3b,5,B,no,yes,no,larch Bloch
F1L1542,Sawmill Bioholz GmbH,forest1,81160,22-Mar-2024,fir,1,46,61,Bloch,D6,5,C,no,yes,no,fir Bloch
F1L1543,Sawmill Bioholz GmbH,forest1,81160,22-Mar-2024,fir,0,69,42,Bloch,D4,5,B,no,yes,no,fir Bloch
F1L1544,Sawmill Bioholz GmbH,forest1,81160,22-Mar-2024,fir,0,5,36,Bloch,D3b,5,C,no,yes,no,fir Bloch
F1L1545,Sawmill Bioholz GmbH,forest1,81160,22-Mar-2024,fir,0,45,34,Bloch,D3a,5,C,no,yes,no,fir Bloch
F1L1546,Sawmill Bioholz GmbH,forest1,81160,22-Mar-2024,spruce,0,48,35,Bloch,D3b,5,B,no,yes,no,spruce Bloch
F1L1547,Sawmill Bioholz GmbH,forest1,81160,22-Mar-2024,fir,1,1,53,Bloch,D5,5,C,no,yes,no,fir Bloch
F1L1548,Sawmill Bioholz GmbH,forest1,81160,22-Mar-2024,larch,0,94,49,Bloch,D4,5,C,no,yes,no,larch Bloch
F1L1549,Sawmill Bioholz GmbH,forest1,81160,22-Mar-2024,larch,0,98,50,Bloch,D5,5,C,no,yes,no,larch Bloch
F1L1550,Sawmill Bioholz GmbH,forest1,81160,22-Mar-2024,fir,0,56,38,Bloch,D3b,5,B,no,yes,no,fir Bloch
F1L1551,Sawmill Bioholz GmbH,forest1,81160,22-Mar-2024,spruce,0,45,34,Bloch,D3a,5,B,no,yes,no,spruce Bloch
F1L1552,Sawmill Bioholz GmbH,forest1,81160,22-Mar-2024,fir,0,86,47,Bloch,D4,5,C,no,yes,no,fir Bloch
F1L1553,Sawmill Bioholz GmbH,forest1,81160,22-Mar-2024,fir,0,72,43,Bloch,D4,5,B,no,yes,no,fir Bloch
F1L1554,Sawmill Bioholz GmbH,forest1,81160,22-Mar-2024,fir,0,4,32,Bloch,D3a,5,C,no,yes,no,fir Bloch
F1L1555,Sawmill Bioholz GmbH,forest1,81160,22-Mar-2024,fir,0,59,39,Bloch,D3b,5,B,no,yes,no,fir Bloch
F1L1556,Sawmill Bioholz GmbH,forest1,81160,22-Mar-2024,fir,0,83,46,Bloch,D4,5,B,no,yes,no,fir Bloch
F1L1557,Sawmill Bioholz GmbH,forest1,81160,22-Mar-2024,larch,0,86,47,Bloch,D4,5,B,no,yes,no,larch Bloch
F1L1558,Sawmill Bioholz GmbH,forest1,81160,22-Mar-2024,spruce,0,66,41,Bloch,D4,5,C,no,yes,no,spruce Bloch
