label,Company,Country,Federal state,Municipality,Side,Wood species,Harvesting date,GPS coordinate lat,GPS coordinate long,Trunc diameter,Size class,Quality class,Assortment,Length,Lumber quantity,Moon phase,Date of Sale,Customer,Export,National Trade,Certification,Loading point (GPS lat),Loading point (GPS long)
F1L1,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/1/24 0:00,46.828579,12.982120,34,D3a,B,Bloch,5,0.45,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1510,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,3/14/24 0:00,46.821875,12.952216,23,D2a,B,Bloch,5,0,2,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1511,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,3/14/24 0:00,46.845538,12.988293,33,D3a,B,Bloch,5,0,42,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1512,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,3/14/24 0:00,46.839464,12.967576,36,D3b,B,Bloch,5,0,5,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1513,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,3/14/24 0:00,46.815753,12.971818,52,D5,B,Bloch,5,1,06,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1514,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,3/14/24 0:00,46.830694,12.960231,44,D4,B,Bloch,5,0,76,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1515,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,3/14/24 0:00,46.847964,12.957147,45,D4,C,Bloch,5,0,79,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1516,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,3/14/24 0:00,46.831627,12.952287,36,D3b,C,Bloch,5,0,5,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1517,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,3/14/24 0:00,46.833686,12.974240,47,D4,C,Bloch,5,0,86,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1518,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,3/14/24 0:00,46.829753,12.980199,31,D3a,B,Bloch,5,0,37,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1519,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,3/14/24 0:00,46.853399,12.981919,27,D2b,B,Bloch,5,0,28,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1520,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,3/14/24 0:00,46.844739,12.958447,24,D2a,C,Bloch,5,0,22,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1521,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,3/14/24 0:00,46.840094,12.983348,22,D2a,C,Bloch,5,0,19,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1522,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,3/14/24 0:00,46.851016,12.942635,21,D2a,A,Bloch,5,0,17,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1523,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,3/14/24 0:00,46.845994,12.969871,37,D3b,C,Bloch,5,0,53,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1524,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,3/14/24 0:00,46.835806,12.944858,47,D4,B,Bloch,5,0,86,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1525,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,3/14/24 0:00,46.830975,12.949426,36,D3b,B,Bloch,5,0,5,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1526,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,3/14/24 0:00,46.851316,12.979097,46,D4,A,Wertholz,6,0,99,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1527,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,3/14/24 0:00,46.846556,12.989596,33,D3a,B,Bloch,5,0,42,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1528,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,3/14/24 0:00,46.828055,12.981843,42,D4,B,Bloch,5,0,69,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1529,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,3/14/24 0:00,46.842842,12.944694,54,D5,B,Bloch,5,1,14,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1530,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,3/14/24 0:00,46.839139,12.994774,41,D4,B,Bloch,5,0,66,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1531,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,3/14/24 0:00,46.851499,12.967326,50,D5,B,Bloch,5,0,98,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1532,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,3/14/24 0:00,46.846697,12.992698,52,D5,B,Bloch,5,1,06,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1533,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,3/14/24 0:00,46.827546,12.957715,52,D5,B,Bloch,5,1,06,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1534,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,3/14/24 0:00,46.834009,12.984836,41,D4,C,Bloch,5,0,66,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1535,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,3/14/24 0:00,46.825917,12.989021,49,D4,C,Bloch,5,0,94,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1536,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,3/14/24 0:00,46.856614,12.992140,50,D5,B,Bloch,5,0,98,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1537,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,3/14/24 0:00,46.819609,12.951064,40,D4,B,Bloch,5,0,62,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1538,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,3/14/24 0:00,46.831532,12.975355,45,D4,C,Bloch,5,0,79,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1539,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,3/14/24 0:00,46.844431,12.983139,38,D3b,C,Bloch,5,0,56,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1540,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,3/14/24 0:00,46.824864,12.983637,56,D5,B,Bloch,5,1,23,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1541,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,3/14/24 0:00,46.842608,12.969071,36,D3b,B,Bloch,5,0,5,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1542,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,3/14/24 0:00,46.816638,12.986874,61,D6,C,Bloch,5,1,46,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1543,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,3/14/24 0:00,46.853120,12.993188,42,D4,B,Bloch,5,0,69,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1544,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,3/14/24 0:00,46.848720,12.951174,36,D3b,C,Bloch,5,0,5,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1545,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,3/14/24 0:00,46.852620,12.991650,34,D3a,C,Bloch,5,0,45,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1546,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,3/14/24 0:00,46.816093,12.996555,35,D3b,B,Bloch,5,0,48,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1547,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,3/14/24 0:00,46.852365,12.969284,53,D5,C,Bloch,5,1,1,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1548,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,3/14/24 0:00,46.851086,12.983624,49,D4,C,Bloch,5,0,94,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1549,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,3/14/24 0:00,46.830665,12.974825,50,D5,C,Bloch,5,0,98,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1550,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,3/14/24 0:00,46.834868,12.983048,38,D3b,B,Bloch,5,0,56,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1551,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,3/15/24 0:00,46.845093,12.942578,34,D3a,B,Bloch,5,0,45,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1552,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,3/15/24 0:00,46.821219,12.980149,47,D4,C,Bloch,5,0,86,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1553,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,3/15/24 0:00,46.832221,12.989883,43,D4,B,Bloch,5,0,72,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1554,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,3/15/24 0:00,46.845808,12.989089,32,D3a,C,Bloch,5,0,4,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1555,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,3/15/24 0:00,46.834626,12.986945,39,D3b,B,Bloch,5,0,59,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1556,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,3/15/24 0:00,46.842857,12.943029,46,D4,B,Bloch,5,0,83,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1557,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,3/15/24 0:00,46.836851,12.981154,47,D4,B,Bloch,5,0,86,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1558,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,3/15/24 0:00,46.820100,12.958553,41,D4,C,Bloch,5,0,66,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1559,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,3/15/24 0:00,46.852020,12.967046,49,D4,A,Wertholz,8,1,5,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1560,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,3/15/24 0:00,46.854547,12.951598,31,D3a,C,Bloch,5,0,37,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1561,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,3/15/24 0:00,46.818526,12.947771,39,D3b,C,Bloch,5,0,59,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1562,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,3/15/24 0:00,46.816032,12.964121,59,D5,C,Bloch,5,1,36,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1563,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,3/15/24 0:00,46.843144,12.984235,40,D4,B,Bloch,5,0,62,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1564,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,3/15/24 0:00,46.855898,12.993489,36,D3b,B,Bloch,5,0,5,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1565,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,3/15/24 0:00,46.850676,12.956184,33,D3a,B,Bloch,5,0,42,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1566,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,3/15/24 0:00,46.825491,12.957786,58,D5,C,Bloch,5,1,32,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1567,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,3/15/24 0:00,46.829070,12.980919,45,D4,B,Bloch,5,0,79,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1568,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,3/15/24 0:00,46.837137,12.973556,44,D4,C,Bloch,5,0,76,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1569,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,3/15/24 0:00,46.834308,12.944490,38,D3b,C,Bloch,5,0,56,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1570,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,3/15/24 0:00,46.840854,12.968651,51,D5,C,Bloch,5,1,02,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1571,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,3/15/24 0:00,46.843300,12.981339,43,D4,C,Bloch,5,0,72,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1572,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,3/15/24 0:00,46.823797,12.965991,41,D4,C,Bloch,5,0,66,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1573,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,3/15/24 0:00,46.836629,12.981621,46,D4,B,Bloch,5,0,83,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1574,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,3/15/24 0:00,46.855115,12.993162,49,D4,C,Bloch,5,0,94,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1575,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,3/15/24 0:00,46.850130,12.974910,34,D3a,B,Bloch,5,0,45,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1576,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,3/15/24 0:00,46.824423,12.943242,31,D3a,B,Bloch,5,0,37,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1577,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,3/15/24 0:00,46.819770,12.965504,49,D4,C,Bloch,5,0,94,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1578,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,3/15/24 0:00,46.843142,12.963282,52,D5,B,Bloch,5,1,06,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1579,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,3/15/24 0:00,46.845307,12.972188,30,D3a,B,Bloch,5,0,35,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1580,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,3/15/24 0:00,46.842464,12.984554,51,D5,B,Bloch,5,1,02,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1581,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,3/15/24 0:00,46.854812,12.969360,34,D3a,C,Bloch,5,0,45,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1582,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,3/15/24 0:00,46.815763,12.968890,43,D4,B,Bloch,5,0,72,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1583,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,3/15/24 0:00,46.831374,12.991931,40,D4,B,Bloch,5,0,62,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1584,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,3/15/24 0:00,46.854374,12.954242,42,D4,B,Bloch,5,0,69,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1585,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,3/15/24 0:00,46.849353,12.989439,51,D5,B,Bloch,5,1,02,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1586,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,3/15/24 0:00,46.848505,12.973328,38,D3b,C,Bloch,5,0,56,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1587,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,3/15/24 0:00,46.849483,12.974430,36,D3b,C,Bloch,5,0,5,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1588,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,3/15/24 0:00,46.818294,12.970991,34,D3a,C,Bloch,5,0,45,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1589,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,3/15/24 0:00,46.850395,12.990132,31,D3a,B,Bloch,5,0,37,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1590,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,3/15/24 0:00,46.823437,12.959072,52,D5,C,Bloch,5,1,06,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1591,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,3/15/24 0:00,46.820547,12.942342,44,D4,B,Bloch,5,0,76,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1592,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,3/15/24 0:00,46.826729,12.955704,38,D3b,A,Bloch,5,0,56,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1593,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,3/15/24 0:00,46.827663,12.962627,24,D2a,B,Bloch,5,0,22,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1594,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,3/15/24 0:00,46.851882,12.996189,31,D3a,C,Bloch,5,0,37,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1595,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,3/15/24 0:00,46.840527,12.946512,43,D4,B,Bloch,5,0,72,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1596,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,3/15/24 0:00,46.852664,12.982251,45,D4,C,Bloch,5,0,79,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1597,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,3/15/24 0:00,46.842196,12.996956,21,D2a,B,Bloch,5,0,17,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1598,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,3/15/24 0:00,46.827718,12.975209,45,D4,B,Bloch,5,0,79,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1599,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,3/15/24 0:00,46.833157,12.951359,52,D5,C,Bloch,5,1,06,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1600,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,3/15/24 0:00,46.839418,12.965345,45,D4,B,Bloch,5,0,79,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L1601,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,3/18/24 0:00,46.852506,12.942213,36,D3b,B,Bloch,5,0,5,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1602,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,3/18/24 0:00,46.820909,12.975874,31,D3a,B,Bloch,5,0,37,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1603,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,3/18/24 0:00,46.847672,12.980772,51,D5,C,Bloch,5,1,02,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1604,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,3/18/24 0:00,46.817047,12.996685,30,D3a,C,Bloch,5,0,35,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1605,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,3/18/24 0:00,46.829462,12.983829,49,D4,C,Bloch,5,0,94,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1606,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,3/18/24 0:00,46.846100,12.983790,44,D4,B,Bloch,5,0,76,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1607,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,3/18/24 0:00,46.851163,12.982489,44,D4,B,Bloch,5,0,76,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1608,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,3/18/24 0:00,46.856482,12.983060,36,D3b,B,Bloch,5,0,5,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1609,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,3/18/24 0:00,46.826039,12.945774,31,D3a,A,Bloch,5,0,37,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1610,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,3/18/24 0:00,46.845874,12.946315,37,D3b,B,Bloch,5,0,53,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1611,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,3/18/24 0:00,46.823863,12.959131,62,D6,B,Bloch,5,1,5,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1612,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,3/18/24 0:00,46.838024,12.973459,38,D3b,B,Bloch,5,0,56,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1613,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,3/18/24 0:00,46.819891,12.975588,46,D4,C,Bloch,5,0,83,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1614,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,3/18/24 0:00,46.856453,12.947497,48,D4,C,Bloch,5,0,9,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1615,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,3/18/24 0:00,46.848606,12.966863,31,D3a,B,Bloch,5,0,37,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1616,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,3/18/24 0:00,46.835635,12.960506,37,D3b,B,Bloch,5,0,53,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1617,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,3/18/24 0:00,46.839258,12.995768,24,D2a,B,Bloch,5,0,22,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1618,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,3/18/24 0:00,46.855079,12.946093,40,D4,B,Bloch,5,0,62,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1619,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,3/18/24 0:00,46.846491,12.968674,46,D4,C,Bloch,5,0,83,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1620,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,3/18/24 0:00,46.828379,12.948679,40,D4,C,Bloch,5,0,62,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1621,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,3/18/24 0:00,46.819600,12.966581,45,D4,C,Bloch,5,0,79,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1622,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,3/18/24 0:00,46.823347,12.996594,46,D4,C,Bloch,5,0,83,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1623,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,3/18/24 0:00,46.836197,12.996753,58,D5,B,Bloch,5,1,32,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1624,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,3/18/24 0:00,46.816277,12.961746,47,D4,C,Bloch,5,0,86,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1625,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,3/18/24 0:00,46.846142,12.980437,41,D4,B,Bloch,5,0,66,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1626,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,3/18/24 0:00,46.815946,12.956375,43,D4,B,Bloch,5,0,72,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1627,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,3/18/24 0:00,46.842389,12.950560,35,D3b,C,Bloch,5,0,48,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1628,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,3/18/24 0:00,46.824837,12.954239,39,D3b,B,Bloch,5,0,59,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1629,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,3/18/24 0:00,46.855846,12.977956,32,D3a,B,Bloch,5,0,4,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1630,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,3/18/24 0:00,46.851673,12.984512,33,D3a,C,Bloch,5,0,42,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1631,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,3/18/24 0:00,46.840755,12.988829,57,D5,B,Bloch,5,1,27,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1632,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,3/18/24 0:00,46.818467,12.943835,53,D5,A,Wertholz,8,1,76,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1633,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,3/18/24 0:00,46.847819,12.949473,27,D2b,C,Bloch,5,0,28,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1634,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,3/18/24 0:00,46.854508,12.940231,27,D2b,C,Bloch,5,0,28,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1635,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,3/18/24 0:00,46.818224,12.945464,43,D4,B,Bloch,5,0,72,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1636,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,3/18/24 0:00,46.820135,12.991525,48,D4,C,Bloch,5,0,9,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1637,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,3/18/24 0:00,46.844212,12.947079,52,D5,B,Bloch,5,1,06,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1638,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,3/18/24 0:00,46.821839,12.976912,38,D3b,C,Bloch,5,0,56,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1639,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,3/18/24 0:00,46.855124,12.977251,47,D4,B,Bloch,5,0,86,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1640,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,3/18/24 0:00,46.842763,12.948002,41,D4,C,Bloch,5,0,66,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1641,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,3/18/24 0:00,46.833069,12.987078,46,D4,C,Bloch,5,0,83,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1642,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,3/18/24 0:00,46.844191,12.980522,36,D3b,C,Bloch,5,0,5,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L1643,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,3/18/24 0:00,46.854528,12.982416,58,D5,B,Bloch,5,1,32,first quarter,,sawmill,no,yes,no,46.840642,12.941741
